StationCode,County,COMID,CALWNUM,PSARegion,PSA9c_1987,PSA6c,PSA9c,PSA10c,Eco_III_1987,Eco_III_2010,New_Lat,New_Long,ELEV_RANGE,BDH_AVE,PPT_00_09,LPREM_mean,KFCT_AVE,TEMP_00_09,P_MEAN,N_MEAN,PRMH_AVE,AREA_SQKM,SITE_ELEV,MgO_Mean,S_Mean,SumAve_P,CaO_Mean,FlowStatus,Ag_2000_1K,Ag_2000_5K,Ag_2000_WS,CODE_21_2000_1K,CODE_21_2000_5K,CODE_21_2000_WS,URBAN_2000_1K,URBAN_2000_5K,URBAN_2000_WS,RoadDens_1K,RoadDens_5K,RoadDens_WS,PAVED_INT_1K,PAVED_INT_5K,PAVED_INT_WS,PerManMade_WS,InvDamDist,MINES_5K,MINES_WS,GravelMineDensL_R5K,MaxOfCOND,MaxOfW1_HALL,BPJ_Nonref,Active,UCS_Mean,AtmCa,AtmMg,AtmSO4,MINP_WS,MEANP_WS,TMAX_WS,XWD_WS,MAXWD_WS,LST32AVE,PCT_CENOZ,PCT_NOSED,PCT_QUART,PCT_SEDIM,PCT_VOLCNC,MAFLOWU,MAX_ELEV,NHD_SO,FinalCaty5,final_wgt5,LogWSA,Invasives,W1_Hall_screening,CondQR01,CondQR50,CondQR99,CondQR99c,SiteStatus,W1Hall.PF,Cond.PF,Ag.PF,Urb.PF,AgUrb.PF,Cd21.PF,RoadDens.PF,Intersections.PF,Dams.PF,ManMade.PF,Mines.PF,RegionalStrata,DevelopmentSet,SiteSet,Log_P_MEAN,Log_N_MEAN,SiteWgt,Survey,BioticGroup,E,Enull,BC.null,GroupGroup,CaO_Mean.r,MgO_Mean.r,S_Mean.r,UCS_Mean.r,LPREM_mean.r,MINP_WS.r,MEANP_WS.r,SumAve_P.r,TMAX_WS.r,XWD_WS.r,MAXWD_WS.r,LST32AVE.r,BDH_AVE.r,KFCT_AVE.r,PRMH_AVE.r,ELEV_RANGE.r,MAX_ELEV.r,Log_N_MEAN.r,Log_P_MEAN.r,PCT_CENOZ.r,PCT_NOSED.r,PCT_QUART.r,PCT_SEDIM.r,PCT_VOLCNC.r,PPT_00_09.r,TEMP_00_09.r,LogWSA.r,CondQR50.r,Nat.PC1,Nat.PC2,Nat.PC3,Nat.PC4,Nat.PC5,Nat.PC6,Nat.PC7,Nat.PC8,Nat.PC9,Nat.PC10,Nat.PC11,Nat.PC12,Nat.PC13,Nat.PC14,Nat.PC15,Nat.PC16,Nat.PC17,Nat.PC18,Nat.PC19,Nat.PC20,Nat.PC21,Nat.PC22,Nat.PC23,Nat.PC24,Nat.PC25,Nat.PC26,Nat.PC27,Nat.PC28
527PS0388,Modoc,7918127,5527.100201,Deserts_Modoc,DM,DM,DM,DMmo,9,9,41.82635075,-120.2954789,744.4899902,1.3301,43610.10156,-0.3476,0.1705,1467.400024,0.2838,0.008,2.7399,31.601036,1624.51001,3.9719,0.0196,5197.0571,6.6956,Perennial,0,0,0,0,0,0,0,0,0,0,0.138834811,0.094679174,0,0,0,0,0,0,0,0,26.9,1.681909091,FALSE,TRUE,138.1937,0.045,0.0129,0.1757,12.0556,749,253.0556,91.6979,11.375,161.6327,21.15405321,0,0,21.15405321,78.84614886,8.67087,2369,2,NA,NA,1.499701321,Not detected,1.681909091,24,96,250,250,Intermediate,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,DMmo,Other,Other,-0.546834607,-2.096367484,41.43645142,PSA,NA,14.68691251,10.67230444,0.194427079,NA,3.422412086,1.445365593,0.397665886,-0.542076371,0.503445487,-2.042629152,-472.1527066,-1172.14674,-14.03961176,-7.102428248,-1.47072695,-35.12437926,0.027516294,0.038017146,-5.101500991,-757.062094,-757.0674856,-0.63953504,0.015569368,46.47096454,-48.51538104,-7.184735779,47.58573343,7.292040545,-41276.22004,-215.629535,-0.536751182,201.1829082,4.442228197,-2.07649135,-0.094976307,-0.34004463,0.313304567,-1.847979007,-0.167420492,0.142084892,-1.541632839,-0.826834288,0.493033832,-0.931630614,0.019951756,-0.000737984,0.468223633,0.627801843,0.2452597,-0.69661859,-0.09921511,-0.403624835,0.042280102,-0.020048627,-0.418190891,-0.173562883,0.048517515,-0.191689621,0.017867166,2.01E-05
531CE0134,San Joaquin,3952873,6531.2,Central_Valley,CV,CV,CV,CV,7,7,38.09870868,-121.1759162,286.7800007,1.5762,40393.19922,-0.4013,0.2313,2423.199951,0.1185,0.143,2.1124,132.101162,21.21999931,1.3689,0.0705,607.8057,3.1746,Perennial,84.129,80.3017,13.457,3.871,9.0368,4.3106,0.5161,1.0879,0.5225,1.180899637,1.47137766,1.296003328,2,7,104,7.704440426,0,0,8,0,56,3.454559091,FALSE,TRUE,75.2489,0.0491,0.0424,0.2927,0.5949,494.2336,347.4051,51.9882,8.0355,56.363,87.9200445,0,6.565574367,93.43445476,0,21.30492,308,4,NA,NA,2.120906638,Not detected,3.454559091,31,322,941.95,941.95,Stressed,Fail,Pass,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Pass,Pass,CV,Calibration,StressCal,-0.925915311,-0.844633593,367.4056236,CMAP,NA,9.608626225,10.67230444,0.414912503,NA,-2.20191721,-2.51799084,-0.101862746,-20.33347723,0.121905198,-2.141117947,-463.4739144,-1484.397025,35.05938605,-13.03241935,-1.931284923,-23.05370369,0.093797042,-0.002203373,-0.40379422,-904.8972962,-904.9000309,0.405580385,-0.094969033,61.2191861,-14.54181109,-1.286932828,36.48396084,-22.27804082,-33627.41832,111.5302205,0.050586009,22.67707517,3.288720271,-0.211027199,-2.293532468,1.410208773,0.477780221,0.849055252,0.786904858,0.223083466,0.454697071,-1.112878739,-0.63844909,0.279088652,-0.114966964,0.4914874,0.397032696,0.905853494,0.821523453,-0.500896813,0.78700005,-0.111989333,0.626579371,0.263532256,0.407958622,-0.042911382,0.110295251,-0.112483782,0.00324376,1.41E-05
531CE0214,San Joaquin,3953071,6531.2,Central_Valley,CV,CV,CV,CV,7,7,38.05015816,-121.3421654,21.31999993,1.5733,40759.10156,2.1066,0.2985,2436.800049,0.1252,0.8454,4.7069,30.030959,3.68000007,0.9636,0.1104,455.6635,1.5171,Perennial,82.0536,83.3849,90.0854,9.2857,7.9982,6.2094,6.7857,6.4295,2.2735,12.24690236,5.819920373,2.35050213,1,6,22,25.09177396,0,0,0,0,71,1.5,FALSE,TRUE,2.2265,0.0506,0.0497,0.3146,0.9697,442.8676,333.9697,52.5604,8.0659,56.1183,100,0,100,0,0,10.29333,25,1,NA,NA,1.477569201,Detected,1.5,31,348.5154639,1160.206486,2000,Stressed,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Pass,Fail,Pass,CV,Calibration,StressCal,-0.902048929,-0.072932619,117.3739773,CMAP,NA,9.562716908,10.67230444,0.302536232,NA,-3.963341789,-3.036996792,-0.091186573,-91.62309386,2.619559703,-1.476709454,-529.379702,-1493.159333,23.20690292,-12.4666864,-1.986190826,-20.30992485,0.088146705,0.063184678,2.311011503,-1130.689584,-1130.691835,1.181117788,-0.055603238,71.49252688,-12.69108582,92.78202919,-61.95097153,-19.70251528,-35259.86764,136.0783853,-0.551005848,39.35941724,4.982052227,1.028979607,-1.508839586,5.090443513,-1.811869331,2.673839214,-0.797844582,-3.002727696,1.611348001,0.571540172,0.929420821,0.090774723,1.187805831,0.940546005,-0.657754393,-0.423194733,0.146060308,0.487849678,-0.453298301,-0.818529018,-0.047675598,-0.270259918,-0.619988218,0.08874351,-0.135013845,-0.161079102,0.196853712,-7.27E-06
531CE0294,San Joaquin,3953415,6531.2,Central_Valley,CV,CV,CV,CV,7,7,38.02849541,-121.2834323,55.23000002,1.5403,40742.19922,0.9131,0.2786,2434.600098,0.1218,0.5173,1.1172,56.896663,6.76999998,1.0443,0.095,461.9688,2.3065,Perennial,45.0459,64.3462,72.6653,3.8815,7.3631,3.707,51.0725,25.8975,5.2016,9.856725376,7.922760067,2.155950527,1,30,54,30.02162416,0,0,0,0,220,5.007590909,FALSE,TRUE,35.0176,0.0495,0.0455,0.3015,0.4412,426.504,338.8676,51.3539,8,55.0343,100,0,62.25338762,37.74667786,0,19.80881,62,2,NA,NA,1.755086796,Detected,5.007590909,31,354.864,1161.262,2000,Stressed,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Pass,CV,Calibration,StressCal,-0.913996294,-0.286249126,18.37320797,CMAP,NA,10.1565931,10.67230444,0.455551059,NA,-3.155331139,-2.923339444,-0.101504271,-59.2035838,1.430920935,-2.040939789,-539.0114488,-1505.441784,27.64800431,-13.42354205,-2.00290631,-21.82354636,0.054941535,0.043500878,-1.31289246,-1106.007936,-1106.010289,0.966559712,-0.070715601,71.73377413,-13.27928689,54.85716463,-23.04719981,-20.10986807,-34535.83233,129.4122955,-0.28304389,46.31208062,4.594242245,0.270288968,-1.738326348,3.363293295,-1.14264037,1.944480264,-0.306549149,-1.311620837,1.061678547,-0.139267185,0.590894408,0.142848034,0.933172652,0.704509794,-0.578704449,0.063132527,0.806223417,-0.297828328,0.192459092,-0.346603015,0.244353064,-0.094339202,0.03782029,0.165866484,-0.02062549,-0.105317797,0.111590094,-4.60E-06
531PS0365,San Joaquin,2819552,6531.4,Central_Valley,CV,CV,CV,CV,7,7,37.91394888,-121.070916,762.8500004,1.5571,34148.39844,-0.6259,0.2618,2421.600098,0.1724,0.099,2.3853,573.65331,24.14999962,2.435,0.0724,548.6517,4.1932,Perennial,99.1315,94.4563,5.8194,0.8685,2.0691,2.49,0,0.9565,0.1447,0.208118517,1.016694402,0.672466929,0,2,227,6.444432417,0.082644625,0,3,0,NA,NA,FALSE,TRUE,101.3805,0.0428,0.0247,0.236,0.7683,505.4638,347.757,49.6401,8.0006,75.8724,32.20622921,0,0.493887153,99.50611104,0,8.42742,787,5,NA,NA,2.758649504,Detected,0,37,335.1222222,1076.928571,2000,Stressed,Missing,Missing,Fail,Pass,Fail,Pass,Pass,Fail,Pass,Pass,Pass,CV,Calibration,StressCal,-0.763210901,-1.004320939,21.49760048,PSA,NA,9.667727833,10.67230444,0.455551059,NA,-1.218644242,-1.419273471,-0.111137502,5.946946156,-0.086495245,-1.809677472,-435.6666902,-1460.939813,35.44321402,-14.08987591,-1.818601743,-2.292455256,0.070345616,0.027483035,-0.189935264,-424.9000773,-424.9026841,0.245850746,0.070919221,4.494336611,-15.48149063,-7.444522677,42.34887102,-21.04701405,-38551.28502,104.3656084,0.696086929,26.78957893,2.324478047,0.752419626,-2.222749464,-0.076395442,0.099260827,0.173433055,1.040023945,1.1646924,0.391614935,-1.284392895,-0.475329022,-0.143544517,0.72993068,0.503691273,0.728122988,0.061658154,0.364682719,0.323392701,0.238427867,0.117606032,0.12903578,-0.321632953,0.191681369,-0.093892399,-0.02102849,0.001171064,0.018891277,1.87E-06
531PS0381,San Joaquin,2821670,6531.4,Central_Valley,CV,CV,CV,CV,7,7,37.88114293,-121.2492142,778.7799997,1.5801,32550,0.3291,0.2625,2425.699951,0.1516,0.3528,3.2132,1000.060914,8.22000027,1.8137,0.086,453.7395,3.1853,Perennial,93.0391,90.5664,40.4997,4.584,2.2212,2.9452,2.3769,3.823,1.3708,0.831521066,1.900340393,1.00031902,2,16,451,29.28296673,0.051706308,0,4,0,NA,NA,FALSE,TRUE,64.718,0.0439,0.0283,0.2467,0.4232,436.9483,346.6609,48.5771,8.0108,66.3194,61.11247737,0,33.24789473,66.75211384,0,125.05406,787,3,NA,NA,3.000026454,Detected,0,37,348.1524823,1160.986667,2000,Stressed,Missing,Missing,Fail,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Pass,CV,Calibration,StressCal,-0.819014419,-0.452459114,10.54048905,PSA,NA,9.603982134,10.67230444,0.414658889,NA,-2.329087424,-2.158817504,-0.126357175,-28.99012662,0.857318423,-1.881434918,-520.7823876,-1418.701484,36.06215694,-15.29528368,-1.911111891,-9.00061224,0.091045221,0.026508313,0.758583334,-368.4459274,-368.4480438,0.802028241,0.03061357,31.66761659,-13.54909478,25.9760595,4.537079378,-18.52412642,-42330.12498,121.1919455,0.98043962,30.80242221,3.163322549,1.958863873,-1.931362735,1.689721801,-0.473524892,1.112937889,0.395281747,-0.015538313,0.799921988,-0.616492324,0.071679228,-0.216844067,0.809705041,0.7870865,0.707357466,-0.033915024,0.455349521,0.108124354,0.393481087,-0.121262897,0.15668936,-0.427951429,0.071896101,0.01316904,-0.077308744,0.035345779,0.076061086,-2.46E-07
531PS0429,San Joaquin,2819626,6531.4,Central_Valley,CV,CV,CV,CV,7,7,37.8533047,-121.1726664,81,1.574,32147.19922,1.875433333,0.254033333,2419.100098,0.124533333,0.7814,4.308566667,337.0938251,13.21000004,0.979233333,0.107433333,322.6436333,1.67,Perennial,97.3822,94.8697,85.5961,2.6178,2.3591,3.8272,0,2.5053,2.9796,0,0.95997537,1.444731009,0,11,160,73.8153879,0.083682507,0,1,0,NA,NA,FALSE,TRUE,8.5782,0.046333333,0.046333333,0.271333333,0,345.1993,343.1583667,48.05873333,7.9997,53.6903,100,0,90.40312383,28.7906285,0,103.31085,94,3,NA,NA,2.527750797,Detected,0,32,354.1754386,1162.82268,2000,Stressed,Missing,Missing,Fail,Pass,Fail,Pass,Pass,Fail,Pass,Fail,Pass,CV,Validation,StressVal,-0.904365791,-0.107121035,10.54048905,PSA,NA,9.639599081,10.67230444,0.358774973,NA,-3.819997229,-2.950171345,-0.098301797,-85.62609228,2.410265362,-2.354807965,-603.9233251,-1574.840985,32.01065987,-15.49963908,-1.859532356,-22.23041116,0.084735149,0.018368169,1.806306051,-1078.054273,-1078.266517,1.145926114,-0.058871102,70.87885523,-14.33020186,82.90464646,-31.90832538,-19.05312969,-41781.44708,109.2556479,0.496200372,37.71436169,4.870954495,1.718488019,-1.576275861,4.598376325,-1.404725231,2.544024479,-0.688913317,-2.289166721,1.19920538,0.021971789,0.327995731,0.158357215,0.943094572,1.340063553,0.321514776,-0.236086359,0.818039204,-0.18278304,0.16124633,-0.891166365,0.183096002,-0.735055211,-0.632519772,0.139287705,-0.229255859,0.061139084,-0.149459668,-0.000246645
531WE0992,San Joaquin,3953367,6531.2,Central_Valley,CV,CV,CV,CV,7,7,38.20942636,-121.3705731,3156.7,1.3806,41525.10156,-0.9846,0.1907,2400.600098,0.1661,0.1012,6.2256,1813.094579,5.30000019,2.172,0.0401,2709.7808,4.1651,Perennial,87.5294,85.3071,7.8691,0,2.9894,1.3069,0,0.1096,0.5506,0,1.216021738,1.069519235,0,3,507,7.876071784,0.032594524,0,37,0,52.08,NA,FALSE,TRUE,117.9637,0.0529,0.0232,0.2475,7.6229,1094.6406,289.7061,75.5232,11.0375,126.665,13.84380621,57.15909207,8.343817345,33.3137668,1.183330436,765.86933,3162,5,NA,NA,3.258420459,Detected,0,21,101,406.92,406.92,Stressed,Missing,Pass,Fail,Pass,Fail,Pass,Pass,Fail,Pass,Pass,Pass,CV,Validation,StressVal,-0.779368981,-0.994776575,21.49760048,EMAP,NA,9.62491919,10.67230444,0.345108696,NA,-1.254474483,-1.817695121,-0.143329344,23.46057441,-0.481495177,4.966181338,114.4336848,651.6700367,-21.67634025,9.510604172,0.90021718,48.36910318,-0.100371205,-0.043476652,3.842598995,1988.468389,1988.465874,0.257746575,0.059606158,-13.30812535,44.63151278,0.978008672,-26.87762208,-20.31488306,-34855.49987,99.81542854,1.209431913,-198.1312689,-4.063602271,4.761474452,1.022838185,-0.237107809,0.371229344,-0.823242159,0.312458314,0.114340638,0.081412101,-0.316073298,-0.284092233,0.232982351,1.408914186,-0.39299709,-1.232867316,0.460551343,-0.018801268,0.099035841,-0.234879404,0.190406078,0.078274958,0.248745415,0.208368311,-0.670099396,-0.022235653,-0.137763618,0.019798517,-2.35E-05
532CE0235,El Dorado,20194994,6532.220005,Interior_Chaparral,CHin,CH,CHin,CHin,6,6,38.67890047,-120.9900922,151.6000061,1.5,78156.29688,-0.4536,0.271,2309.300049,0.2003,0.0068,0.6,10.262208,373.3999939,4.9961,0.0501,1076.1566,8.0058,Perennial,0,0.1666,0.1666,0.888,5.8999,5.8999,51.9809,35.8727,35.8727,5.830083005,6.61018674,6.61018674,3,26,26,0,0,0,0,0,449,0.071428571,FALSE,TRUE,206.292,0.0509,0.047,0.3041,1.1538,866.3077,344.0769,58.75,9.9688,87.6667,0,0,0,100,0,3.55459,525,2,NA,NA,1.011240813,Detected,0.071428571,28,299.3714286,797.5076923,797.5076923,Stressed,Pass,Pass,Pass,Fail,Fail,Pass,Fail,Fail,Pass,Pass,Pass,CH,Validation,StressVal,-0.698102283,-2.166852888,64.17914817,CMAP,NA,14.86708567,10.67230444,0.316066631,NA,2.975246124,1.360724524,-0.035782864,102.5752867,0.154868042,-3.721307103,-143.3796537,-1764.104993,43.37146001,-12.3715127,-0.544288729,-14.30352406,0.050763668,0.057878509,-3.093044535,-1071.940374,-1071.943146,-0.866591699,0.088958097,-17.66369262,-21.81327181,-7.267100298,57.46367117,-29.77514007,1577.610488,142.7012945,-1.006606252,72.50887281,1.979566897,-3.224991294,-2.80246009,-2.082206743,0.248523205,0.628180356,0.603068562,0.581647569,-1.046936581,-1.731622197,-0.125292167,-0.626306338,1.838987862,-0.191044497,0.778422002,-0.712075913,-0.781309865,0.374552036,-0.621577287,-1.093132614,-0.023781984,0.107084516,0.723702641,0.211655771,-0.165266171,0.229718078,0.004056027,1.32E-05
532PS0050,Alpine,17054008,6532.600101,West_Sierra,SNws,SN,SNws,SNws,5,5,38.54081297,-119.8885454,873.6201172,1.3157,115248.1016,-1.4344,0.1267,1148.099976,0.194,0.0093,10.6593,58.225593,2164.379883,2.1813,0.0232,5163.7178,4.4039,Perennial,0,0,0,6.8944,1.9568,1.1515,0,0.037,0.034,0.814814036,0.257505668,0.313033878,3,5,8,0,0,1,1,0,NA,NA,FALSE,TRUE,133.1119,0.0668,0.0121,0.2469,23.3378,1354.1527,201.0676,98.4713,14.3276,177.7667,0,63.27355104,0,0,36.72646181,25.57943,3038,3,NA,NA,1.76511392,Not detected,0,8.337281553,40,139,139,Intermediate,Missing,Missing,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,SNws,Other,Other,-0.711974465,-2.031050319,47.40972602,PSA,NA,14.46438134,10.67230444,0.23675739,NA,-0.243852596,-0.628872375,-0.032556504,3.453401527,-0.209303461,11.95177262,185.0227147,849.9118987,-21.72491809,14.08099084,2.345308114,0.195563023,-0.045896253,-0.005122693,0.788052348,-100.4971457,-100.4937525,-0.425625704,0.027731798,-0.740726741,4.558825296,0.3667679,-13.28526904,8.747797137,26881.31234,-219.0162337,0.530826073,-22.62563247,-2.327308959,-0.728471566,2.470933169,0.693938524,0.047390053,-1.906153903,0.304459126,-0.556578029,1.64621099,-0.141389218,0.733239444,0.58519006,0.749137221,0.798594977,0.716091176,0.519632551,-0.683065007,-0.953113531,-0.908852972,0.351048981,1.149406409,-0.120882488,-0.084674874,0.365888736,0.118059113,0.352727166,-0.008314451,-1.34E-05
532PS0062,El Dorado,20194942,6532.230602,West_Sierra,SNws,SN,SNws,SNws,5,5,38.67913034,-120.6666122,512.3400269,1.2878,96868.29688,-1.0022,0.2035,2176.399902,0.1838,0.0308,2.224,20.549268,730.6599731,2.5133,0.0364,2168.7952,5.4561,Perennial,0,0,0,17.7979,10.1934,8.8596,2.7903,0.7288,0.7138,5.255131877,4.050430074,3.949045263,2,15,30,10.48297511,0,0,0,0,NA,NA,FALSE,TRUE,115.8893,0.0508,0.029,0.2514,4.963,1157.2653,331.5555,69.2308,11.1077,109.7813,0,0,0,66.35078067,33.64937315,9.6823,1243,2,NA,NA,1.312796356,Not detected,0,23,127,461,461,Stressed,Missing,Missing,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Fail,Pass,SN_DMmo_SCm,Calibration,StressCal,-0.735418271,-1.511308302,79.68061405,PSA,NA,13.12657459,10.67230444,0.232002984,NA,0.56615641,-0.887964716,-0.024940517,6.040752534,-0.267606466,-1.353513382,126.6740346,-1047.125765,44.86348035,-4.415475073,0.370197414,-8.697016173,-0.142837514,0.007232475,-2.741597738,-688.7490785,-688.7509716,-0.154627282,0.032498334,-13.24694773,-30.16539859,-6.208205584,32.70931878,2.57698086,19347.18596,156.8905529,-0.580730655,-61.9865702,0.8865264,-1.996972088,-0.346759462,-1.237927425,-0.995388624,1.477876299,0.102915259,0.854244678,-0.091246825,-0.61069547,-1.172696856,0.936398636,0.880696999,0.485788025,-0.075100753,0.1733198,-0.137945892,-0.417209125,0.020634131,0.460429697,-0.023407658,0.275341416,0.165357617,-0.125083873,-0.328379612,0.226534001,-0.004652069,-1.10E-05
532PS0071,Amador,17055582,6532.600601,West_Sierra,SNws,SN,SNws,SNws,5,5,38.49020448,-120.3967061,866,1.2776,118525.2031,-1.1587,0.213366667,1906.900024,0.163766667,0.008033333,2.525566667,21.25686726,1090.709961,2.287566667,0.030633333,2807.442933,3.8262,Perennial,0,0,0,0,0,1.5369,0,0,0.6308,0,2.841993984,2.873206351,0,0,2,0,0,0,0,0,NA,NA,FALSE,TRUE,139.1547333,0.0508,0.0508,0.232166667,5.42,1291.165533,310.5647667,77.0901,11.41923333,129.1103,0,100,0,0,0,9.62836,1957,2,NA,NA,1.327499261,Not detected,0,20,66,359.733,359.733,Intermediate,Missing,Missing,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,SNws,Other,Other,-0.78550938,-2.094563951,237.4028765,PSA,NA,18.43082972,10.67230444,0.198628963,NA,-1.038744109,-0.946421651,-0.040338079,24.58232289,-0.288764948,-2.017149009,238.5322131,-606.377027,39.99157301,1.810833754,0.485487411,-2.938750464,-0.139498125,0.032443672,-3.708206617,-272.5188434,-272.2292387,-0.675422925,-0.02104767,-11.06109267,62.04066486,-4.592215765,-29.03900648,-29.12482154,39242.01026,46.80234583,-0.392015465,-99.37153962,-1.150758115,-1.827535775,-1.143118568,-0.967264733,-0.583807817,1.39317776,0.045072923,1.06511223,-0.367720249,1.02839122,1.035610364,1.035888436,1.564533831,0.470876288,-0.822093456,0.157532842,0.265281168,-0.507952367,0.11595467,-0.526024495,0.190597416,0.775695341,-0.400205442,-0.010293114,-0.56083198,-0.123709526,0.030181995,0.000298169
532TGRUPX,Amador,17055650,6532.600603,West_Sierra,SNws,SN,SNws,SNws,5,5,38.48262007,-120.4488912,634.6999512,1.2308,118861.6016,-0.9299,0.1696,1937.699951,0.211,0.0214,2.4074,19.907628,1098.300049,2.7048,0.0265,2567.6768,5.4094,Perennial,0,0,0,0,0,1.0173,0,0,0.3527,2.524078493,2.10895326,2.373205022,2,7,8,0,0,0,0,0,55.7,0.07,FALSE,TRUE,97.0576,0.0504,0.021,0.2348,5.84,1338.0426,307.16,77.0161,11.5968,125.6441,0,64.47126663,0,35.52909448,0,11.96972,1733,2,NA,NA,1.299019517,Not detected,0.07,23,88,343.5855,343.5855,Intermediate,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,SNws,Other,Other,-0.675511767,-1.669383333,NA,NA,NA,18.94265671,10.67230444,0.168574487,NA,0.514738806,-0.56231078,-0.053350454,-17.1445945,-0.05953093,-1.558617903,278.5273339,-814.0496248,37.69937658,1.567559445,0.616036614,-6.051439399,-0.186321389,-0.011266141,-3.83020962,-488.9885281,-488.9887624,-0.246659254,0.093563435,-11.47946387,26.89455338,-4.319719374,5.065010705,-28.32133816,38758.67254,87.5685749,-0.401131894,-78.92153723,-0.29348388,-1.853029967,0.006816894,-0.799834912,-0.87967954,1.807631768,0.273246923,0.949049586,-0.401543549,0.768833889,-0.54950394,1.330288406,1.553853728,0.109185957,-0.107581575,0.109605039,0.913774613,-0.728065024,0.012438709,0.183269648,0.095423425,0.374209841,-0.757167652,-0.082680085,-0.173032569,-0.02780353,0.025713922,-1.65E-05
532WE0760,El Dorado,20196316,6532.2403,West_Sierra,SNws,SN,SNws,SNws,5,5,38.57710132,-120.5451141,678.4899902,1.2481,113680.7031,-0.906,0.1782,2031,0.2309,0.0142,2.398,28.209851,986.5100098,2.8033,0.0202,2436.5552,5.3411,Perennial,0,0,0,0.1345,1.6598,2.7681,0,0,0.0446,0,0.930243871,0.91428383,0,1,4,0,0,0,0,0,65,0.469713636,FALSE,TRUE,86.4812,0.0507,0.023,0.2396,5.5625,1290.4777,315.4375,76.809,11.573,124.1023,0,17.84589336,0,7.674623905,74.47965498,23.60381,1665,2,NA,NA,1.450400792,Not detected,0.469713636,23,99.9122449,364,364,Reference,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,SNws,Calibration,RefCal,-0.63638802,-1.847405922,237.4028765,EMAP,3,18.55460224,10.67230444,0.21689668,Groups 1 to 3,0.449411242,-0.517081546,-0.053406425,-26.3506749,-0.080256159,-1.528406634,235.3949412,-904.6300412,40.89231234,1.633113896,0.62987339,-3.724640131,-0.172324525,-0.007215086,-3.43939296,-467.0173817,-467.0181128,-0.444259006,0.132539209,-11.90004028,-17.21192298,-4.832908982,-23.976194,45.22136201,33967.49906,131.8512131,-0.307014811,-72.30296041,0.14637526,-1.460394571,0.390119554,-1.710943735,-2.684705421,1.508164846,-0.375952298,0.269559684,-0.053113778,0.570375289,-0.501090826,0.937796615,0.126292619,0.634871241,0.059317513,0.501295809,0.203291826,-0.448469531,-0.072769584,0.661906347,0.438758714,0.378415059,-0.519173286,-0.099608401,-0.140206537,0.006581446,0.00908597,-1.02E-05
532WER222,Alpine,17059026,6532.600101,West_Sierra,SNws,SN,SNws,SNws,5,5,38.49592822,-119.8948968,545.7299805,1.4055,122295.1016,-1.7139,0.102,1065.099976,0.1723,0.0094,14.1481,7.081027,2368.27002,1.7976,0.026,5071.9126,3.9053,Perennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.6667,FALSE,TRUE,151.7879,0.0629,0.0123,0.2398,28.125,1335.4286,194.125,96,13.8,176.2727,0,100,0,0,0,3.87715,2914,2,NA,NA,0.85009625,Not detected,0.6667,7,21,114,114,Reference,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,SNws,Calibration,RefCal,-0.763462739,-2.026410377,NA,NA,7,13.73909748,10.67230444,0.205147333,Groups 4 to 7,-0.777593465,-1.005803183,-0.04900891,20.3586011,-0.422917656,16.16993792,134.1303313,689.3480421,-17.89764452,9.909826179,1.560902996,-8.17277005,0.052624294,-0.0213305,3.624746115,-366.201679,-366.1971522,-0.380701429,-0.017203303,-0.076474797,38.339934,1.814499673,-13.74630108,-25.75436176,30798.65869,-195.4238851,-0.255475073,-29.00995448,-2.765236682,-1.283346219,1.19166182,1.609892176,1.406127635,-2.218862212,1.180800112,-1.598798588,2.548677798,-0.079085555,0.584856133,1.205793238,1.111447552,0.200240604,0.972849065,0.633492599,-1.033932161,-1.250348405,-1.599797725,0.302154871,1.169886542,0.20738404,0.211396493,0.516175881,0.087837732,0.307175157,-0.020302435,-1.23E-05
