FinalID,LifeStageCode,TaxonomicLevelCode,TaxonomicLevelName,Phylum,Class,Order,Family,Subfamily,Tribe,Genus,Species,FunctionalFeedingGroup,ToleranceValue,Subphylum,Superclass,Subclass,Superorder,Suborder,Superfamily,GenusComplex,SpeciesComplex,Subspecies,SAFIT1,SAFIT2,SAFIT1__OTU_a_original,SAFIT1__OTU_a,OTU_Justification,Required_work,Notes
Demeijerea,P,50,Genus,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Demeijerea,,,NA,Hexapoda,NA,,,,NA,,,,Chironomidae,Demeijerea,,Chironominae,,,
Demicryptochironomus,L,50,Genus,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Demicryptochironomus,,CG,6,Hexapoda,NA,,,,NA,,,,Chironomidae,Demicryptochironomus,Chironominae,Chironominae,,,
Demicryptochironomus,P,50,Genus,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Demicryptochironomus,,CG,6,Hexapoda,NA,,,,NA,,,,Chironomidae,Demicryptochironomus,Chironominae,Chironominae,,,
Dero borellii,X,60,Species,Annelida,Oligochaeta,Tubificida,Naididae,,,Dero,Dero borellii,CG,10,Clitellata,NA,,Microdrili,,NA,,,,Oligochaeta,Oligochaeta,,Oligochaeta,,,
Dero digitata,X,60,Species,Annelida,Oligochaeta,Tubificida,Naididae,,,Dero,Dero digitata,CG,10,Clitellata,NA,,Microdrili,,NA,,,,Oligochaeta,Oligochaeta,,Oligochaeta,,,
Dero nivea,X,60,Species,Annelida,Oligochaeta,Tubificida,Naididae,,,Dero,Dero nivea,CG,10,Clitellata,NA,,Microdrili,,NA,,,,Oligochaeta,Oligochaeta,,Oligochaeta,,,
Dero,X,50,Genus,Annelida,Oligochaeta,Tubificida,Naididae,,,Dero,,CG,10,Clitellata,NA,,Microdrili,,NA,,,,Oligochaeta,Oligochaeta,,Oligochaeta,,,
Derotanypus aclines,A,60,Species,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,Macropelopiini,Derotanypus,Derotanypus aclines,,NA,Hexapoda,NA,,,,NA,,,,Chironomidae,Derotanypus,,Tanypodinae,,,
Derotanypus aclines,L,60,Species,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,Macropelopiini,Derotanypus,Derotanypus aclines,P,7,Hexapoda,NA,,,,NA,,,,Chironomidae,Derotanypus,,Tanypodinae,,,
Derotanypus aclines,P,60,Species,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,Macropelopiini,Derotanypus,Derotanypus aclines,P,7,Hexapoda,NA,,,,NA,,,,Chironomidae,Derotanypus,,Tanypodinae,,,
Derotanypus,L,50,Genus,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,Macropelopiini,Derotanypus,,P,7,Hexapoda,NA,,,,NA,,,,Chironomidae,Derotanypus,,Tanypodinae,,,
Derotanypus,P,50,Genus,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,Macropelopiini,Derotanypus,,P,7,Hexapoda,NA,,,,NA,,,,Chironomidae,Derotanypus,,Tanypodinae,,,
Desmona bethula,A,60,Species,Arthropoda,Insecta,Trichoptera,Limnephilidae,,,Desmona,Desmona bethula,,1,Hexapoda,NA,,,,NA,,,,Desmona,Desmona bethula,,Desmona,,,
Desmona bethula,L,60,Species,Arthropoda,Insecta,Trichoptera,Limnephilidae,,,Desmona,Desmona bethula,SH,1,Hexapoda,NA,,,,NA,,,,Desmona,Desmona bethula,,Desmona,,,
Desmona bethula,P,60,Species,Arthropoda,Insecta,Trichoptera,Limnephilidae,,,Desmona,Desmona bethula,SH,1,Hexapoda,NA,,,,NA,,,,Desmona,Desmona bethula,,Desmona,,,
Desmona mono,A,60,Species,Arthropoda,Insecta,Trichoptera,Limnephilidae,,,Desmona,Desmona mono,,1,Hexapoda,NA,,,,NA,,,,Desmona,Desmona mono,,Desmona,,,
Desmona mono,L,60,Species,Arthropoda,Insecta,Trichoptera,Limnephilidae,,,Desmona,Desmona mono,SH,1,Hexapoda,NA,,,,NA,,,,Desmona,Desmona mono,,Desmona,,,
Desmona mono,P,60,Species,Arthropoda,Insecta,Trichoptera,Limnephilidae,,,Desmona,Desmona mono,SH,1,Hexapoda,NA,,,,NA,,,,Desmona,Desmona mono,,Desmona,,,
Desmona,A,50,Genus,Arthropoda,Insecta,Trichoptera,Limnephilidae,,,Desmona,,,1,Hexapoda,NA,,,,NA,,,,Desmona,Desmona,Desmona,Desmona,,,
Desmona,L,50,Genus,Arthropoda,Insecta,Trichoptera,Limnephilidae,,,Desmona,,SH,1,Hexapoda,NA,,,,NA,,,,Desmona,Desmona,Desmona,Desmona,,,
Desmona,P,50,Genus,Arthropoda,Insecta,Trichoptera,Limnephilidae,,,Desmona,,SH,1,Hexapoda,NA,,,,NA,,,,Desmona,Desmona,Desmona,Desmona,,,
Desmopachria convexa,A,60,Species,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,,Desmopachria,Desmopachria convexa,P,5,Hexapoda,NA,,,,NA,,,,Desmopachria,Desmopachria,,Unambiguous_NotAtRefCal,,,
Desmopachria convexa,L,60,Species,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,,Desmopachria,Desmopachria convexa,P,5,Hexapoda,NA,,,,NA,,,,Desmopachria,Desmopachria,,Unambiguous_NotAtRefCal,,,
Desmopachria dispersa,A,60,Species,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,,Desmopachria,Desmopachria dispersa,P,5,Hexapoda,NA,,,,NA,,,,Desmopachria,Desmopachria,,Unambiguous_NotAtRefCal,,,
Desmopachria dispersa,L,60,Species,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,,Desmopachria,Desmopachria dispersa,P,5,Hexapoda,NA,,,,NA,,,,Desmopachria,Desmopachria,,Unambiguous_NotAtRefCal,,,
Desmopachria latissima,A,60,Species,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,,Desmopachria,Desmopachria latissima,P,5,Hexapoda,NA,,,,NA,,,,Desmopachria,Desmopachria,,Unambiguous_NotAtRefCal,,,
Desmopachria latissima,L,60,Species,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,,Desmopachria,Desmopachria latissima,P,5,Hexapoda,NA,,,,NA,,,,Desmopachria,Desmopachria,,Unambiguous_NotAtRefCal,,,
Desmopachria mexicana,A,60,Species,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,,Desmopachria,Desmopachria mexicana,P,5,Hexapoda,NA,,,,NA,,,,Desmopachria,Desmopachria,,Unambiguous_NotAtRefCal,,,
Desmopachria mexicana,L,60,Species,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,,Desmopachria,Desmopachria mexicana,P,5,Hexapoda,NA,,,,NA,,,,Desmopachria,Desmopachria,,Unambiguous_NotAtRefCal,,,
Desmopachria portmanni,A,60,Species,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,,Desmopachria,Desmopachria portmanni,P,5,Hexapoda,NA,,,,NA,,,,Desmopachria,Desmopachria,,Unambiguous_NotAtRefCal,,,
Desmopachria portmanni,L,60,Species,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,,Desmopachria,Desmopachria portmanni,P,5,Hexapoda,NA,,,,NA,,,,Desmopachria,Desmopachria,,Unambiguous_NotAtRefCal,,,
Desmopachria,A,50,Genus,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,,Desmopachria,,P,5,Hexapoda,NA,,,,NA,,,,Desmopachria,Desmopachria,,Unambiguous_NotAtRefCal,,,
Desmopachria,L,50,Genus,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,,Desmopachria,,P,5,Hexapoda,NA,,,,NA,,,,Desmopachria,Desmopachria,,Unambiguous_NotAtRefCal,,,
Despaxia augusta,A,60,Species,Arthropoda,Insecta,Plecoptera,Leuctridae,,,Despaxia,Despaxia augusta,,0,Hexapoda,NA,,,,NA,,,,Despaxia augusta,Despaxia augusta,Despaxia_augusta,Despaxia,,,
Despaxia augusta,L,60,Species,Arthropoda,Insecta,Plecoptera,Leuctridae,,,Despaxia,Despaxia augusta,SH,0,Hexapoda,NA,,,,NA,,,,Despaxia augusta,Despaxia augusta,Despaxia_augusta,Despaxia,,,
Despaxia,A,50,Genus,Arthropoda,Insecta,Plecoptera,Leuctridae,,,Despaxia,,,0,Hexapoda,NA,,,,NA,,,,Despaxia,Despaxia,,Despaxia,Monotypic,,
Despaxia,L,50,Genus,Arthropoda,Insecta,Plecoptera,Leuctridae,,,Despaxia,,SH,0,Hexapoda,NA,,,,NA,,,,Despaxia,Despaxia,,Despaxia,Monotypic,,
Deuterophlebia coloradensis,A,60,Species,Arthropoda,Insecta,Diptera,Deuterophlebiidae,,,Deuterophlebia,Deuterophlebia coloradensis,,NA,Hexapoda,NA,,,,NA,,,,Deuterophlebia,Deuterophlebia,,Deuterophlebia,,,
Deuterophlebia coloradensis,L,60,Species,Arthropoda,Insecta,Diptera,Deuterophlebiidae,,,Deuterophlebia,Deuterophlebia coloradensis,SC,0,Hexapoda,NA,,,,NA,,,,Deuterophlebia,Deuterophlebia,,Deuterophlebia,,,
Deuterophlebia coloradensis,P,60,Species,Arthropoda,Insecta,Diptera,Deuterophlebiidae,,,Deuterophlebia,Deuterophlebia coloradensis,SC,0,Hexapoda,NA,,,,NA,,,,Deuterophlebia,Deuterophlebia,,Deuterophlebia,,,
Deuterophlebia inyoensis,A,60,Species,Arthropoda,Insecta,Diptera,Deuterophlebiidae,,,Deuterophlebia,Deuterophlebia inyoensis,,NA,Hexapoda,NA,,,,NA,,,,Deuterophlebia,Deuterophlebia,,Deuterophlebia,,,
Deuterophlebia inyoensis,L,60,Species,Arthropoda,Insecta,Diptera,Deuterophlebiidae,,,Deuterophlebia,Deuterophlebia inyoensis,SC,0,Hexapoda,NA,,,,NA,,,,Deuterophlebia,Deuterophlebia,,Deuterophlebia,,,
Deuterophlebia inyoensis,P,60,Species,Arthropoda,Insecta,Diptera,Deuterophlebiidae,,,Deuterophlebia,Deuterophlebia inyoensis,SC,0,Hexapoda,NA,,,,NA,,,,Deuterophlebia,Deuterophlebia,,Deuterophlebia,,,
Deuterophlebia nielsoni,A,60,Species,Arthropoda,Insecta,Diptera,Deuterophlebiidae,,,Deuterophlebia,Deuterophlebia nielsoni,,NA,Hexapoda,NA,,,,NA,,,,Deuterophlebia,Deuterophlebia,Deuterophlebia,Deuterophlebia,,,
Deuterophlebia nielsoni,L,60,Species,Arthropoda,Insecta,Diptera,Deuterophlebiidae,,,Deuterophlebia,Deuterophlebia nielsoni,SC,0,Hexapoda,NA,,,,NA,,,,Deuterophlebia,Deuterophlebia,Deuterophlebia,Deuterophlebia,,,
Deuterophlebia nielsoni,P,60,Species,Arthropoda,Insecta,Diptera,Deuterophlebiidae,,,Deuterophlebia,Deuterophlebia nielsoni,SC,0,Hexapoda,NA,,,,NA,,,,Deuterophlebia,Deuterophlebia,Deuterophlebia,Deuterophlebia,,,
Deuterophlebia personata,A,60,Species,Arthropoda,Insecta,Diptera,Deuterophlebiidae,,,Deuterophlebia,Deuterophlebia personata,,NA,Hexapoda,NA,,,,NA,,,,Deuterophlebia,Deuterophlebia,,Deuterophlebia,,,
Deuterophlebia personata,L,60,Species,Arthropoda,Insecta,Diptera,Deuterophlebiidae,,,Deuterophlebia,Deuterophlebia personata,SC,0,Hexapoda,NA,,,,NA,,,,Deuterophlebia,Deuterophlebia,,Deuterophlebia,,,
Deuterophlebia personata,P,60,Species,Arthropoda,Insecta,Diptera,Deuterophlebiidae,,,Deuterophlebia,Deuterophlebia personata,SC,0,Hexapoda,NA,,,,NA,,,,Deuterophlebia,Deuterophlebia,,Deuterophlebia,,,
Deuterophlebia shasta,A,60,Species,Arthropoda,Insecta,Diptera,Deuterophlebiidae,,,Deuterophlebia,Deuterophlebia shasta,,NA,Hexapoda,NA,,,,NA,,,,Deuterophlebia,Deuterophlebia,,Deuterophlebia,,,
Deuterophlebia shasta,L,60,Species,Arthropoda,Insecta,Diptera,Deuterophlebiidae,,,Deuterophlebia,Deuterophlebia shasta,SC,0,Hexapoda,NA,,,,NA,,,,Deuterophlebia,Deuterophlebia,,Deuterophlebia,,,
Deuterophlebia shasta,P,60,Species,Arthropoda,Insecta,Diptera,Deuterophlebiidae,,,Deuterophlebia,Deuterophlebia shasta,SC,0,Hexapoda,NA,,,,NA,,,,Deuterophlebia,Deuterophlebia,,Deuterophlebia,,,
Deuterophlebia vernalis,A,60,Species,Arthropoda,Insecta,Diptera,Deuterophlebiidae,,,Deuterophlebia,Deuterophlebia vernalis,,NA,Hexapoda,NA,,,,NA,,,,Deuterophlebia,Deuterophlebia,,Deuterophlebia,,,
Deuterophlebia vernalis,L,60,Species,Arthropoda,Insecta,Diptera,Deuterophlebiidae,,,Deuterophlebia,Deuterophlebia vernalis,SC,0,Hexapoda,NA,,,,NA,,,,Deuterophlebia,Deuterophlebia,,Deuterophlebia,,,
Deuterophlebia vernalis,P,60,Species,Arthropoda,Insecta,Diptera,Deuterophlebiidae,,,Deuterophlebia,Deuterophlebia vernalis,SC,0,Hexapoda,NA,,,,NA,,,,Deuterophlebia,Deuterophlebia,,Deuterophlebia,,,
Deuterophlebia,L,50,Genus,Arthropoda,Insecta,Diptera,Deuterophlebiidae,,,Deuterophlebia,,SC,0,Hexapoda,NA,,,,NA,,,,Deuterophlebia,Deuterophlebia,Deuterophlebia,Deuterophlebia,,,
Deuterophlebia,P,50,Genus,Arthropoda,Insecta,Diptera,Deuterophlebiidae,,,Deuterophlebia,,SC,0,Hexapoda,NA,,,,NA,,,,Deuterophlebia,Deuterophlebia,Deuterophlebia,Deuterophlebia,,,
Deuterophlebiidae,L,40,Family,Arthropoda,Insecta,Diptera,Deuterophlebiidae,,,,,SC,0,Hexapoda,NA,,,,NA,,,,Deuterophlebiidae,Deuterophlebiidae,,Ambiguous,,,
Deuterophlebiidae,P,40,Family,Arthropoda,Insecta,Diptera,Deuterophlebiidae,,,,,SC,0,Hexapoda,NA,,,,NA,,,,Deuterophlebiidae,Deuterophlebiidae,,Ambiguous,,,
Diamesa aberrata,A,60,Species,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Diamesini,Diamesa,Diamesa aberrata,,NA,Hexapoda,NA,,,,NA,,,,Chironomidae,Diamesa,,Diamesinae,,,
Diamesa aberrata,L,60,Species,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Diamesini,Diamesa,Diamesa aberrata,CG,5,Hexapoda,NA,,,,NA,,,,Chironomidae,Diamesa,,Diamesinae,,,
Diamesa aberrata,P,60,Species,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Diamesini,Diamesa,Diamesa aberrata,CG,5,Hexapoda,NA,,,,NA,,,,Chironomidae,Diamesa,,Diamesinae,,,
Diamesa amplexivirilia,A,60,Species,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Diamesini,Diamesa,Diamesa amplexivirilia,,NA,Hexapoda,NA,,,,NA,,,,Chironomidae,Diamesa,,Diamesinae,,,
Diamesa amplexivirilia,L,60,Species,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Diamesini,Diamesa,Diamesa amplexivirilia,CG,5,Hexapoda,NA,,,,NA,,,,Chironomidae,Diamesa,,Diamesinae,,,
Diamesa amplexivirilia,P,60,Species,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Diamesini,Diamesa,Diamesa amplexivirilia,CG,5,Hexapoda,NA,,,,NA,,,,Chironomidae,Diamesa,,Diamesinae,,,
Diamesa ancysta,A,60,Species,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Diamesini,Diamesa,Diamesa ancysta,,NA,Hexapoda,NA,,,,NA,,,,Chironomidae,Diamesa,,Diamesinae,,,
Diamesa ancysta,L,60,Species,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Diamesini,Diamesa,Diamesa ancysta,CG,5,Hexapoda,NA,,,,NA,,,,Chironomidae,Diamesa,,Diamesinae,,,
Diamesa ancysta,P,60,Species,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Diamesini,Diamesa,Diamesa ancysta,CG,5,Hexapoda,NA,,,,NA,,,,Chironomidae,Diamesa,,Diamesinae,,,
Diamesa chorea,A,60,Species,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Diamesini,Diamesa,Diamesa chorea,,NA,Hexapoda,NA,,,,NA,,,,Chironomidae,Diamesa,,Diamesinae,,,
Diamesa chorea,L,60,Species,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Diamesini,Diamesa,Diamesa chorea,CG,5,Hexapoda,NA,,,,NA,,,,Chironomidae,Diamesa,,Diamesinae,,,
Diamesa chorea,P,60,Species,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Diamesini,Diamesa,Diamesa chorea,CG,5,Hexapoda,NA,,,,NA,,,,Chironomidae,Diamesa,,Diamesinae,,,
Diamesa davisi,A,60,Species,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Diamesini,Diamesa,Diamesa davisi,,NA,Hexapoda,NA,,,,NA,,,,Chironomidae,Diamesa,,Diamesinae,,,
Diamesa davisi,L,60,Species,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Diamesini,Diamesa,Diamesa davisi,CG,5,Hexapoda,NA,,,,NA,,,,Chironomidae,Diamesa,,Diamesinae,,,
Diamesa davisi,P,60,Species,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Diamesini,Diamesa,Diamesa davisi,CG,5,Hexapoda,NA,,,,NA,,,,Chironomidae,Diamesa,,Diamesinae,,,
Diamesa garretti,A,60,Species,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Diamesini,Diamesa,Diamesa garretti,,NA,Hexapoda,NA,,,,NA,,,,Chironomidae,Diamesa,,Diamesinae,,,
Diamesa garretti,L,60,Species,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Diamesini,Diamesa,Diamesa garretti,CG,5,Hexapoda,NA,,,,NA,,,,Chironomidae,Diamesa,,Diamesinae,,,
Diamesa garretti,P,60,Species,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Diamesini,Diamesa,Diamesa garretti,CG,5,Hexapoda,NA,,,,NA,,,,Chironomidae,Diamesa,,Diamesinae,,,
Diamesa haydaki,A,60,Species,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Diamesini,Diamesa,Diamesa haydaki,,NA,Hexapoda,NA,,,,NA,,,,Chironomidae,Diamesa,,Diamesinae,,,
Diamesa haydaki,L,60,Species,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Diamesini,Diamesa,Diamesa haydaki,CG,5,Hexapoda,NA,,,,NA,,,,Chironomidae,Diamesa,,Diamesinae,,,
Diamesa haydaki,P,60,Species,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Diamesini,Diamesa,Diamesa haydaki,CG,5,Hexapoda,NA,,,,NA,,,,Chironomidae,Diamesa,,Diamesinae,,,
Diamesa heteropus,A,60,Species,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Diamesini,Diamesa,Diamesa heteropus,,NA,Hexapoda,NA,,,,NA,,,,Chironomidae,Diamesa,,Diamesinae,,,
Diamesa heteropus,L,60,Species,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Diamesini,Diamesa,Diamesa heteropus,CG,5,Hexapoda,NA,,,,NA,,,,Chironomidae,Diamesa,,Diamesinae,,,
Diamesa heteropus,P,60,Species,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Diamesini,Diamesa,Diamesa heteropus,CG,5,Hexapoda,NA,,,,NA,,,,Chironomidae,Diamesa,,Diamesinae,,,
Diamesa japonica,A,60,Species,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Diamesini,Diamesa,Diamesa japonica,,NA,Hexapoda,NA,,,,NA,,,,Chironomidae,Diamesa,,Diamesinae,,,
Diamesa japonica,L,60,Species,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Diamesini,Diamesa,Diamesa japonica,CG,5,Hexapoda,NA,,,,NA,,,,Chironomidae,Diamesa,,Diamesinae,,,
Diamesa japonica,P,60,Species,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Diamesini,Diamesa,Diamesa japonica,CG,5,Hexapoda,NA,,,,NA,,,,Chironomidae,Diamesa,,Diamesinae,,,
Diamesa leona,A,60,Species,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Diamesini,Diamesa,Diamesa leona,,NA,Hexapoda,NA,,,,NA,,,,Chironomidae,Diamesa,,Diamesinae,,,
Diamesa leona,L,60,Species,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Diamesini,Diamesa,Diamesa leona,CG,5,Hexapoda,NA,,,,NA,,,,Chironomidae,Diamesa,,Diamesinae,,,
Diamesa leona,P,60,Species,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Diamesini,Diamesa,Diamesa leona,CG,5,Hexapoda,NA,,,,NA,,,,Chironomidae,Diamesa,,Diamesinae,,,
Diamesa nivicavernicola,A,60,Species,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Diamesini,Diamesa,Diamesa nivicavernicola,,NA,Hexapoda,NA,,,,NA,,,,Chironomidae,Diamesa,,Diamesinae,,,
Diamesa nivicavernicola,L,60,Species,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Diamesini,Diamesa,Diamesa nivicavernicola,CG,5,Hexapoda,NA,,,,NA,,,,Chironomidae,Diamesa,,Diamesinae,,,
Diamesa nivicavernicola,P,60,Species,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Diamesini,Diamesa,Diamesa nivicavernicola,CG,5,Hexapoda,NA,,,,NA,,,,Chironomidae,Diamesa,,Diamesinae,,,
Diamesa sonorae,A,60,Species,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Diamesini,Diamesa,Diamesa sonorae,,NA,Hexapoda,NA,,,,NA,,,,Chironomidae,Diamesa,,Diamesinae,,,
Diamesa sonorae,L,60,Species,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Diamesini,Diamesa,Diamesa sonorae,CG,5,Hexapoda,NA,,,,NA,,,,Chironomidae,Diamesa,,Diamesinae,,,
Diamesa sonorae,P,60,Species,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Diamesini,Diamesa,Diamesa sonorae,CG,5,Hexapoda,NA,,,,NA,,,,Chironomidae,Diamesa,,Diamesinae,,,
Diamesa spinacies,A,60,Species,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Diamesini,Diamesa,Diamesa spinacies,,NA,Hexapoda,NA,,,,NA,,,,Chironomidae,Diamesa,,Diamesinae,,,
Diamesa spinacies,L,60,Species,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Diamesini,Diamesa,Diamesa spinacies,CG,5,Hexapoda,NA,,,,NA,,,,Chironomidae,Diamesa,,Diamesinae,,,
Diamesa spinacies,P,60,Species,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Diamesini,Diamesa,Diamesa spinacies,CG,5,Hexapoda,NA,,,,NA,,,,Chironomidae,Diamesa,,Diamesinae,,,
Diamesa,L,50,Genus,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Diamesini,Diamesa,,CG,5,Hexapoda,NA,,,,NA,,,,Chironomidae,Diamesa,Diamesinae,Diamesinae,,,
Diamesa,P,50,Genus,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Diamesini,Diamesa,,CG,5,Hexapoda,NA,,,,NA,,,,Chironomidae,Diamesa,Diamesinae,Diamesinae,,,
Diamesinae,L,42,Subfamily,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,,,,CG,2,Hexapoda,NA,,,,NA,,,,Chironomidae,Diamesinae,Diamesinae,Diamesinae,,,
Diamesinae,P,42,Subfamily,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,,,,CG,2,Hexapoda,NA,,,,NA,,,,Chironomidae,Diamesinae,Diamesinae,Diamesinae,,,
Diamesini,L,45,Tribe,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Diamesini,,,,NA,Hexapoda,NA,,,,NA,,,,Chironomidae,Diamesini,,Diamesinae,,,
Diaphanosoma,X,50,Genus,Arthropoda,Branchiopoda,Cladocera,Sididae,,,Diaphanosoma,,,NA,Crustacea,NA,,,,NA,,,,Sididae,Sididae,,Unambiguous_NotAtRefCal,,,
Diaptomidae,X,40,Family,Arthropoda,Malacostraca,Copepoda,Diaptomidae,,,,,,NA,Crustacea,NA,,,,NA,,,,Exclude,Exclude,,Exclude,,,
Diaptomus,X,50,Genus,Arthropoda,Malacostraca,Copepoda,Diaptomidae,,,Diaptomus,,,NA,Crustacea,NA,,,,NA,,,,Exclude,Exclude,,Exclude,,,
Dibusa,A,50,Genus,Arthropoda,Insecta,Trichoptera,Hydroptilidae,,,Dibusa,,,4,Hexapoda,NA,,,,NA,,,,Dibusa,Dibusa,,Unambiguous_NotAtRefCal,,,
Dibusa,L,50,Genus,Arthropoda,Insecta,Trichoptera,Hydroptilidae,,,Dibusa,,SH,4,Hexapoda,NA,,,,NA,,,,Dibusa,Dibusa,,Unambiguous_NotAtRefCal,,,
Dibusa,P,50,Genus,Arthropoda,Insecta,Trichoptera,Hydroptilidae,,,Dibusa,,SH,4,Hexapoda,NA,,,,NA,,,,Dibusa,Dibusa,,Unambiguous_NotAtRefCal,,,
Dicosmoecinae,L,42,Subfamily,Arthropoda,Insecta,Trichoptera,Limnephilidae,Dicosmoecinae,,,,,NA,Hexapoda,NA,,,,NA,,,,Limnephilidae,Limnephilidae,,Ambiguous,,,
Dicosmoecus atripes,A,60,Species,Arthropoda,Insecta,Trichoptera,Limnephilidae,,,Dicosmoecus,Dicosmoecus atripes,,1,Hexapoda,NA,,,,NA,,,,Dicosmoecus,Dicosmoecus atripes,Dicosmoecus,Dicosmoecus,,,
Dicosmoecus atripes,L,60,Species,Arthropoda,Insecta,Trichoptera,Limnephilidae,,,Dicosmoecus,Dicosmoecus atripes,OM,1,Hexapoda,NA,,,,NA,,,,Dicosmoecus,Dicosmoecus atripes,Dicosmoecus,Dicosmoecus,,,
Dicosmoecus atripes,P,60,Species,Arthropoda,Insecta,Trichoptera,Limnephilidae,,,Dicosmoecus,Dicosmoecus atripes,OM,1,Hexapoda,NA,,,,NA,,,,Dicosmoecus,Dicosmoecus atripes,Dicosmoecus,Dicosmoecus,,,
Dicosmoecus gilvipes,A,60,Species,Arthropoda,Insecta,Trichoptera,Limnephilidae,,,Dicosmoecus,Dicosmoecus gilvipes,,2,Hexapoda,NA,,,,NA,,,,Dicosmoecus,Dicosmoecus gilvipes,Dicosmoecus,Dicosmoecus,,,
Dicosmoecus gilvipes,L,60,Species,Arthropoda,Insecta,Trichoptera,Limnephilidae,,,Dicosmoecus,Dicosmoecus gilvipes,SC,2,Hexapoda,NA,,,,NA,,,,Dicosmoecus,Dicosmoecus gilvipes,Dicosmoecus,Dicosmoecus,,,
Dicosmoecus gilvipes,P,60,Species,Arthropoda,Insecta,Trichoptera,Limnephilidae,,,Dicosmoecus,Dicosmoecus gilvipes,SC,2,Hexapoda,NA,,,,NA,,,,Dicosmoecus,Dicosmoecus gilvipes,Dicosmoecus,Dicosmoecus,,,
Dicosmoecus pallicornis,A,60,Species,Arthropoda,Insecta,Trichoptera,Limnephilidae,,,Dicosmoecus,Dicosmoecus pallicornis,,1,Hexapoda,NA,,,,NA,,,,Dicosmoecus,Dicosmoecus pallicornis,,Dicosmoecus,,,
